App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Version,Android Version
imo free video calls and chat,Communication,4.3,4785988,11264.0,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0
"Talkatone: Free Texts, Calls & Phone Number",Communication,4.1,132014,25600.0,10000000,Free,0.0,Everyone,Communication,2018-07-18,6.1,4.2
Calls & Text by Mo+,Communication,4.2,83239,14336.0,5000000,Free,0.0,Everyone,Communication,2018-04-19,3.0.4,4.0
free video calls and chat,Communication,4.2,594728,22031.015115169685,50000000,Free,0.0,Everyone,Communication,2018-07-19,7.3800241,4.4
"GO SMS Pro - Messenger, Free Themes, Emoji",Communication,4.4,2876500,24576.0,100000000,Free,0.0,Everyone,Communication,2018-08-01,7.73,4.0
"Messaging+ SMS, MMS Free",Communication,4.1,28238,17408.0,1000000,Free,0.0,Everyone,Communication,2018-08-02,4.98,2.3
chomp SMS,Communication,4.3,335646,8499.2,10000000,Free,0.0,Everyone,Communication,2018-07-26,7.21,2.3
Firefox Focus: The privacy browser,Communication,4.4,36893,4096.0,1000000,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0
2ndLine - Second Phone Number,Communication,4.2,15880,32768.0,1000000,Free,0.0,Everyone,Communication,2018-08-03,5.65.0,4.0
"CM Browser - Ad Blocker , Fast Download , Privacy",Communication,4.6,2264916,6246.4,50000000,Free,0.0,Everyone,Communication,2018-07-31,5.22.18.0006,4.0
Ninesky Browser,Communication,4.2,42925,2867.2,1000000,Free,0.0,Everyone,Communication,2017-08-27,6.1,2.3
UC Browser Mini -Tiny Fast Private & Secure,Communication,4.4,3648480,3379.2,100000000,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0
UC Browser - Fast Download Private & Secure,Communication,4.5,17714850,40960.0,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0
Web Browser for Android,Communication,4.1,55098,4403.2,1000000,Free,0.0,Everyone,Communication,2018-06-20,2.2,4.0
DU Browser—Browse fast & fun,Communication,4.3,1133501,4812.8,10000000,Free,0.0,Everyone,Communication,2016-04-01,6.4.0.4,4.0
Lightning Web Browser,Communication,4.1,12578,2355.2,500000,Free,0.0,Everyone,Communication,2017-07-10,4.5.1,4.0
Web Browser,Communication,4.2,10965,2355.2,500000,Free,0.0,Everyone,Communication,2015-02-02,2,3.0
Puffin Browser Pro,Communication,4.0,18247,22031.015115169685,100000,Paid,3.99,Everyone,Communication,2018-07-05,7.5.3.20547,4.1
ExDialer - Dialer & Contacts,Communication,4.2,125232,2764.8,10000000,Free,0.0,Everyone,Communication,2017-03-05,196,2.1
PHONE for Google Voice & GTalk,Communication,4.3,72065,13312.0,1000000,Free,0.0,Everyone,Communication,2018-04-18,3.0.7,4.0
Safest Call Blocker,Communication,4.4,27540,3788.8,1000000,Free,0.0,Everyone,Communication,2018-01-05,1.26.001,4.0
Hiya - Caller ID & Block,Communication,4.4,177703,13312.0,10000000,Free,0.0,Mature 17+,Communication,2018-07-25,8.1.26310,5.0
Mr. Number-Block calls & spam,Communication,4.2,177263,13312.0,10000000,Free,0.0,Mature 17+,Communication,2018-07-13,5.1.26310,5.0
Should I Answer?,Communication,4.8,237468,9011.2,1000000,Free,0.0,Everyone,Communication,2018-07-26,2018.1.715,4.0
RocketDial Dialer & Contacts,Communication,4.4,32254,5632.0,1000000,Free,0.0,Everyone,Communication,2017-12-04,3.9.7,2.1
"CallApp: Caller ID, Blocker & Phone Call Recorder",Communication,4.4,483565,20480.0,10000000,Free,0.0,Everyone,Communication,2018-07-29,1.286,4.1
Whoscall - Caller ID & Block,Communication,4.4,552441,29696.0,10000000,Free,0.0,Everyone,Communication,2018-08-01,6.19.1,4.1
Call Control - Call Blocker,Communication,4.4,93825,11264.0,5000000,Free,0.0,Everyone,Communication,2018-07-05,2.17.3,4.1
Sync.ME – Caller ID & Block,Communication,4.5,205739,17408.0,5000000,Free,0.0,Everyone,Communication,2018-07-26,4.5.4,4.1
Caller ID +,Communication,4.0,9498,118.0,1000000,Free,0.0,Everyone,Communication,2016-06-07,5.28.0,2.3
Yahoo Mail – Stay Organized,Communication,4.3,4188142,16384.0,100000000,Free,0.0,Everyone,Communication,2018-07-18,5.29.3,4.4
Email TypeApp - Mail App,Communication,4.6,183374,45056.0,1000000,Free,0.0,Everyone,Communication,2018-08-01,1.9.4.74,4.1
All Email Providers,Communication,4.1,20901,7475.2,1000000,Free,0.0,Everyone,Communication,2018-04-03,5.0.9,4.1
"Newton Mail - Email App for Gmail, Outlook, IMAP",Communication,4.0,122595,30720.0,1000000,Free,0.0,Everyone,Communication,2018-07-19,9.8.376,5.0
GO Notifier,Communication,4.2,124346,695.0,10000000,Free,0.0,Everyone,Communication,2014-07-06,2.8,2.0
Mail1Click - Secure Mail,Communication,4.1,255,1638.4,10000,Free,0.0,Everyone,Communication,2017-04-11,2.3,2.2
Daum Mail - Next Mail,Communication,4.3,41420,19456.0,5000000,Free,0.0,Everyone,Communication,2018-06-21,3.2.0,4.0
"Moco+ - Chat, Meet People",Dating,4.2,1545,22031.015115169685,10000,Paid,3.99,Mature 17+,Dating,2018-06-19,2.6.139,4.1
Calculator,Dating,2.6,57,6348.8,1000,Paid,6.99,Everyone,Dating,2017-10-25,1.1.6,4.0
Truth or Dare Pro,Dating,4.193338315362443,0,20480.0,50,Paid,1.49,Teen,Dating,2017-09-01,1,4.0
"Private Dating, Hide App- Blue for PrivacyHider",Dating,4.193338315362443,0,18.0,100,Paid,2.99,Everyone,Dating,2017-07-25,1.0.1,4.0
AMBW Dating App: Asian Men Black Women Interracial,Dating,3.5,2,17408.0,100,Paid,7.99,Mature 17+,Dating,2017-01-21,1.0.1,4.0
OkCupid Dating,Dating,4.1,285726,15360.0,10000000,Free,0.0,Mature 17+,Dating,2018-07-30,11.10.1,4.1
"Hily: Dating, Chat, Match, Meet & Hook up",Dating,4.1,2556,57344.0,100000,Free,0.0,Mature 17+,Dating,2018-08-01,2.5.2,4.1
Hinge: Dating & Relationships,Dating,4.2,7779,12288.0,500000,Free,0.0,Mature 17+,Dating,2018-08-03,6.1.3,5.0
Casual Dating & Adult Singles - Joyride,Dating,4.5,61637,11264.0,5000000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
BBW Dating & Plus Size Chat,Dating,4.4,12632,29696.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,3.5.0.1,4.1
"Moco - Chat, Meet People",Dating,4.2,313724,22031.015115169685,10000000,Free,0.0,Mature 17+,Dating,2018-08-04,2.6.141,4.1
CMB Free Dating App,Dating,4.0,48845,40960.0,1000000,Free,0.0,Mature 17+,Dating,2018-08-01,4.19.0.2320,4.4
eharmony - Online Dating App,Dating,3.1,31320,54272.0,5000000,Free,0.0,Mature 17+,Dating,2018-07-30,6.6.5,4.1
Free Dating App & Flirt Chat - Match with Singles,Dating,4.4,172460,3174.4,5000000,Free,0.0,Mature 17+,Dating,2018-08-04,1.639,4.0
"Chispa, the Dating App for Latino, Latina Singles",Dating,4.2,4195,24576.0,100000,Free,0.0,Mature 17+,Dating,2018-07-25,1.6.1,4.4
Clover Dating App,Dating,4.1,11633,23552.0,500000,Free,0.0,Mature 17+,Dating,2018-07-24,2.5.1,4.1
Black People Meet Singles Date,Dating,3.9,10212,5120.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
Mingle2 - Free Online Dating & Singles Chat Rooms,Dating,4.3,37053,45056.0,1000000,Free,0.0,Mature 17+,Dating,2018-08-03,4.4,4.1
Free Dating App & Flirt Chat - Cheers,Dating,4.4,667,27648.0,10000,Free,0.0,Mature 17+,Dating,2018-08-03,1.308.,4.1
stranger chat - anonymous chat,Dating,3.5,13202,6246.4,1000000,Free,0.0,Mature 17+,Dating,2018-07-07,2.4.1,4.1
Free Dating Hook Up Messenger,Dating,3.3,1157,21504.0,100000,Free,0.0,Mature 17+,Dating,2017-01-27,5.0.1,4.2
Find Real Love — YouLove Premium Dating,Dating,4.5,212626,11264.0,10000000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
Once - Quality Matches Every day,Dating,4.4,222888,21504.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-17,2.45,4.1
BLK - Swipe. Match. Chat.,Dating,4.1,2067,24576.0,100000,Free,0.0,Mature 17+,Dating,2018-07-25,1.6.1,4.4
Cougar Dating Life : Date Older Women Sugar Mummy,Dating,3.9,1643,31744.0,500000,Free,0.0,Mature 17+,Dating,2018-07-03,4.5.5,4.1
Howlr,Dating,3.9,105,27648.0,5000,Free,0.0,Mature 17+,Dating,2018-06-19,1.0.4,4.4
Stranger Chat & Date,Dating,3.6,3414,6348.8,500000,Free,0.0,Mature 17+,Dating,2018-06-06,1.2.1,4.1
BeWild Free Dating & Chat App,Dating,3.4,1999,8192.0,100000,Free,0.0,Mature 17+,Dating,2017-02-03,1.6.5,4.2
OurTime Dating for Singles 50+,Dating,3.4,2519,5120.0,100000,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
FarmersOnly Dating,Dating,3.0,1146,1433.6,100000,Free,0.0,Mature 17+,Dating,2016-02-25,2.2,4.0
Dating for 50 plus Mature Singles – FINALLY,Dating,4.6,13046,13312.0,500000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
Christian Dating For Free App,Dating,3.9,8722,13312.0,500000,Free,0.0,Mature 17+,Dating,2018-06-20,15.8,4.1
Just She - Top Lesbian Dating,Dating,1.9,953,19456.0,100000,Free,0.0,Mature 17+,Dating,2018-07-18,6.3.7,5.0
Single Parent Meet #1 Dating,Dating,3.5,2593,5120.0,500000,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4
Millionaire Match: Rich Singles Dating App,Dating,3.9,852,27648.0,100000,Free,0.0,Mature 17+,Dating,2018-07-30,6.4.6,4.1
InterracialCupid - Interracial Dating App,Dating,3.4,212,3072.0,50000,Free,0.0,Mature 17+,Dating,2018-06-13,2.3.0.1781,5.0
Sugar Mommas Dating And Single Search,Dating,3.5,1972,13312.0,1000000,Free,0.0,Mature 17+,Dating,2018-05-12,4.3,4.1
"Hide App, Private Dating, Safe Chat - PrivacyHider",Dating,4.4,35206,7372.8,1000000,Free,0.0,Everyone,Dating,2018-05-21,2.9.6,4.0
NoBuffDating - Free Dating App,Dating,4.2,1939,22031.015115169685,100000,Free,0.0,Mature 17+,Dating,2017-01-08,1.0.0,4.0
Sugar Daddy Dating App,Dating,2.5,277,5836.8,100000,Free,0.0,Mature 17+,Dating,2017-12-04,3.0.0,4.1
Free Dating App - Meet Local Singles - Flirt Chat,Dating,4.1,825,22031.015115169685,100000,Free,0.0,Mature 17+,Dating,2017-12-28,1.0.5,4.0
SnpCupid Dating,Dating,3.5,1093,5939.2,100000,Free,0.0,Mature 17+,Dating,2017-01-28,1.6.6,4.2
Adult Dating - AdultFinder,Dating,3.3,1601,3891.2,500000,Free,0.0,Mature 17+,Dating,2017-02-01,1.5,4.1
BBWCupid - BBW Dating App,Dating,3.5,241,2867.2,50000,Free,0.0,Mature 17+,Dating,2018-06-01,2.2.0.1748,5.0
ChatVideo Meet new people,Dating,4.2,63986,20480.0,5000000,Free,0.0,Mature 17+,Dating,2018-05-31,3.0.15,4.0
"TryDate - Free Online Dating App, Chat Meet Adults",Dating,4.4,7888,15360.0,500000,Free,0.0,Mature 17+,Dating,2018-04-29,2.4.0,4.1
Black White Interracial Dating - Interracial Match,Dating,4.1,535,28672.0,100000,Free,0.0,Mature 17+,Dating,2018-03-29,2.0.0,4.1
"USA Singles Meet, Match and Date Free - Date",Dating,4.2,5084,9830.4,100000,Free,0.0,Mature 17+,Dating,2018-08-03,1.55,4.1
FlirtChat - ♥Free Dating/Flirting App♥,Dating,4.3,2430,13312.0,500000,Free,0.0,Mature 17+,Dating,2018-07-26,12.0.4,4.1
The League,Dating,3.0,837,9625.6,100000,Free,0.0,Mature 17+,Dating,2018-07-16,1.15.0,4.4
"Herpes Dating: 1,000K+ Singles",Dating,4.0,738,27648.0,10000,Free,0.0,Mature 17+,Dating,2018-08-01,6.4.1,4.1
Heart mill,Dating,3.3,4631,46080.0,100000,Free,0.0,Mature 17+,Dating,2018-08-04,5.2.14,5.0
95Live -SG#1 Live Streaming App,Dating,4.1,4953,15360.0,1000000,Free,0.0,Teen,Dating,2018-08-01,8.7.2,4.2
Mutual - LDS Dating,Dating,3.7,1439,38912.0,50000,Free,0.0,Mature 17+,Dating,2018-07-30,1.1.46,4.2
Cougar Dating Life : Date Older Women Sugar Mummy,Dating,3.9,1645,31744.0,500000,Free,0.0,Mature 17+,Dating,2018-07-03,4.5.5,4.1
stranger chat - anonymous chat,Dating,3.5,13204,6246.4,1000000,Free,0.0,Mature 17+,Dating,2018-07-07,2.4.1,4.1
Millionaire Match: Rich Singles Dating App,Dating,3.9,853,27648.0,100000,Free,0.0,Mature 17+,Dating,2018-07-30,6.4.6,4.1
2RedBeans,Dating,4.0,337,32768.0,10000,Free,0.0,Mature 17+,Dating,2018-07-31,2.8.0,4.3
Dating for 50 plus Mature Singles – FINALLY,Dating,4.6,13049,13312.0,500000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1
"BiggerCity: Chat for gay bears, chubs & chasers",Dating,4.1,923,45056.0,100000,Free,0.0,Mature 17+,Dating,2018-08-02,3.4.1.1,4.1
"Moco+ - Chat, Meet People",Dating,4.2,1546,22031.015115169685,10000,Paid,3.99,Mature 17+,Dating,2018-06-19,2.6.139,4.1
Herpes Positive Singles Dating,Dating,4.4,198,28672.0,10000,Free,0.0,Mature 17+,Dating,2018-05-18,5.5.7,4.1
Christian Dating For Free App,Dating,3.9,8723,13312.0,500000,Free,0.0,Mature 17+,Dating,2018-06-20,15.8,4.1
Glam - Premium Dating App,Dating,4.3,23170,9216.0,500000,Free,0.0,Mature 17+,Dating,2018-07-25,1.5.4.0,4.1
"iDates - Chats, Flirts, Dating, Love & Relations",Dating,3.4,13890,20480.0,500000,Free,0.0,Mature 17+,Dating,2018-06-19,4.9.2,4.2
Black White Interracial Dating - Interracial Match,Dating,4.1,537,28672.0,100000,Free,0.0,Mature 17+,Dating,2018-03-29,2.0.0,4.1
Interracial Match Dating App,Dating,3.6,143,27648.0,10000,Free,0.0,Mature 17+,Dating,2018-07-23,2.2.7,4.1
Russian Dating & Chat for Russian speaking RusDate,Dating,4.2,1059,18432.0,100000,Free,0.0,Mature 17+,Dating,2018-07-26,1.17,4.2
Sky People (SPI): A secure blind date through authentication by Seoul National University,Dating,3.5,894,14336.0,100000,Free,0.0,Mature 17+,Dating,2018-07-17,3.1.3,4.1
Sweet mi - unlimited hunnam hunting blind date,Dating,4.0,6191,27648.0,500000,Free,0.0,Mature 17+,Dating,2018-07-12,0.0.73,4.1
Mingle - Online Dating App to Chat & Meet People,Dating,4.1,15081,38912.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-26,4.7.6,4.1
BBW Dating & Curvy Singles Chat- LargeFriends,Dating,4.4,218,27648.0,10000,Free,0.0,Mature 17+,Dating,2018-07-23,5.2.9,4.1
"Hide App, Private Dating, Safe Chat - PrivacyHider",Dating,4.4,35205,7372.8,1000000,Free,0.0,Everyone,Dating,2018-05-21,2.9.6,4.0
Hitwe - meet people and chat,Dating,4.2,243950,21504.0,10000000,Free,0.0,Mature 17+,Dating,2018-05-10,4.3.2,4.1
JustSayHi- Dating App. Chat & Meet Singles Nearby,Dating,4.2,5152,38912.0,100000,Free,0.0,Mature 17+,Dating,2018-07-26,3.6.3,4.1
FERZU - Furries Social Network,Dating,3.9,1576,22031.015115169685,10000,Free,0.0,Mature 17+,Dating,2018-02-16,4.4.1,4.1
Dating Network,Dating,4.0,187,19456.0,10000,Free,0.0,Mature 17+,Dating,2018-07-26,1.17,4.2
"Chatting - Free chat, random chat, boyfriend, girlfriend",Dating,4.2,2506,6246.4,500000,Free,0.0,Mature 17+,Dating,2017-06-15,3.0.0,4.0
"iPair-Meet, Chat, Dating",Dating,4.5,182986,78848.0,5000000,Free,0.0,Mature 17+,Dating,2018-08-02,5.0.8,4.1
"Meet, chat & date. Free dating app - Chocolate app",Dating,3.9,8661,9728.0,1000000,Free,0.0,Mature 17+,Dating,2018-04-03,0.1.11,4.0
Transenger – Ts Dating and Chat for Free,Dating,3.6,8,14336.0,1000,Free,0.0,Mature 17+,Dating,2018-07-29,1.4.0,4.4
O-Star,Dating,4.4,59,38912.0,5000,Free,0.0,Everyone,Dating,2018-07-19,1.0.1,4.3
MouseMingle,Dating,2.7,3,3993.6,100,Free,0.0,Mature 17+,Dating,2018-07-17,1.0.0,4.4
Random Video Chat App With Strangers,Dating,4.193338315362443,3,4915.2,1000,Free,0.0,Mature 17+,Dating,2018-07-17,1,4.0
Awake Dating,Dating,5.0,2,71680.0,100,Free,0.0,Mature 17+,Dating,2018-07-24,2.2.9,4.4
Meet With Strangers: Video Chat & Dating,Dating,4.193338315362443,2,3788.8,500,Free,0.0,Mature 17+,Dating,2018-07-16,1,4.0
Dating White Girls,Dating,4.193338315362443,0,3686.4,50,Free,0.0,Mature 17+,Dating,2018-07-20,1,4.0
Live Chat - Free Video Talk,Dating,4.7,14,21504.0,5000,Free,0.0,Mature 17+,Dating,2018-08-03,1.3,4.1
Geeks Dating,Dating,4.193338315362443,0,13312.0,50,Free,0.0,Mature 17+,Dating,2018-07-10,1,4.1
Video chat live advices,Dating,4.193338315362443,0,8192.0,100,Free,0.0,Everyone,Dating,2018-07-10,1,3.0
chat live chat,Dating,4.193338315362443,24,3993.6,1000,Free,0.0,Mature 17+,Dating,2018-07-26,1,4.0
Pet Lovers Dating,Dating,4.193338315362443,0,14336.0,10,Free,0.0,Mature 17+,Dating,2018-07-09,1,4.1
Friend Find: free chat + flirt dating app,Dating,4.193338315362443,23,11264.0,100,Free,0.0,Mature 17+,Dating,2018-07-31,1,4.4
Latin Dating,Dating,4.193338315362443,0,13312.0,10,Free,0.0,Mature 17+,Dating,2018-07-09,1,4.1
Wifi Mingle,Dating,4.193338315362443,0,10240.0,10,Free,0.0,Everyone,Dating,2018-07-27,1.3,4.4
The DJ - Match with People,Dating,4.193338315362443,0,10035.2,50,Free,0.0,Mature 17+,Dating,2018-08-02,1.2,4.1
Toronto Dating,Dating,4.193338315362443,0,14336.0,100,Free,0.0,Mature 17+,Dating,2018-07-12,1,4.1
i miss you quotes and photos,Dating,4.193338315362443,0,5120.0,100,Free,0.0,Everyone,Dating,2018-07-22,1.0.7,4.0
chat saudi arabia,Dating,4.1,11,11264.0,1000,Free,0.0,Mature 17+,Dating,2018-07-14,1.1,4.0
Chat Click - Dating Search,Dating,4.193338315362443,4,3891.2,500,Free,0.0,Mature 17+,Dating,2018-07-11,1,3.0
following,Dating,4.193338315362443,1,21504.0,10,Free,0.0,Mature 17+,Dating,2018-07-24,1.0.3,4.2
Gods by Night,Dating,4.193338315362443,104,12288.0,1000,Free,0.0,Mature 17+,Dating,2018-07-22,3.5.4.2.3,4.1
PlusOne,Dating,4.193338315362443,0,10240.0,1,Free,0.0,Mature 17+,Dating,2018-07-17,1.1.1,4.2
Love Calendar - Couple Sharing Calendar & CoupleDay,Dating,4.193338315362443,14,3379.2,50,Free,0.0,Everyone,Dating,2018-07-30,1.6,4.1
Speeding Joyride & Car Meet App,Dating,5.0,3,25600.0,100,Free,0.0,Mature 17+,Dating,2018-07-20,1.2.9,4.1
LOBSTR - go on a lunch date,Dating,3.7,101,15360.0,10000,Free,0.0,Mature 17+,Dating,2018-07-24,2,4.1
Titanic App - Feminist Dating Application,Dating,4.5,120,10240.0,500,Free,0.0,Mature 17+,Dating,2018-08-04,1.5,5.0
Diamond Engagement Rings,Dating,4.193338315362443,0,3584.0,5,Free,0.0,Everyone,Dating,2018-07-12,6.1,4.0
95Live -SG#1 Live Streaming App,Dating,4.1,4954,15360.0,1000000,Free,0.0,Teen,Dating,2018-08-01,8.7.2,4.2
Just She - Top Lesbian Dating,Dating,1.9,954,19456.0,100000,Free,0.0,Mature 17+,Dating,2018-07-18,6.3.7,5.0
"Hily: Dating, Chat, Match, Meet & Hook up",Dating,4.1,2560,57344.0,100000,Free,0.0,Mature 17+,Dating,2018-08-01,2.5.2,4.1
BBW Dating & Plus Size Chat,Dating,4.4,12633,29696.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,3.5.0.1,4.1
FlirtChat - ♥Free Dating/Flirting App♥,Dating,4.3,2433,13312.0,500000,Free,0.0,Mature 17+,Dating,2018-07-26,12.0.4,4.1
Teenage Chat & Dating,Dating,3.4,5,14336.0,500,Free,0.0,Mature 17+,Dating,2018-07-09,1.2,4.1
SkyLove – Dating and chat,Dating,3.5,69,36864.0,5000,Free,0.0,Mature 17+,Dating,2018-08-04,1.0.82,4.4
FindLoving,Dating,3.8,24,19456.0,1000,Free,0.0,Mature 17+,Dating,2018-08-02,1.0.5,4.0
Sugar Daddies Dating App,Dating,2.9,53,14336.0,10000,Free,0.0,Mature 17+,Dating,2018-07-10,4.1,4.1
TED,Education,4.6,181893,18432.0,10000000,Free,0.0,Everyone 10+,Education,2018-07-27,3.2.5,4.1
English Communication - Learn English for Chinese (Learn English for Chinese),Education,4.7,2544,18432.0,100000,Free,0.0,Everyone,Education,2017-12-29,3.1,4.0
Khan Academy,Education,4.6,85375,21504.0,5000000,Free,0.0,Everyone,Education,2018-07-27,5.0.0,4.1
Learn English with Wlingua,Education,4.7,314299,3379.2,10000000,Free,0.0,Everyone,Education,2018-05-02,1.94.9,4.0
Ai La Trieu Phu - ALTP Free,Education,4.193338315362443,776,24576.0,100000,Free,0.0,Everyone,Education,2018-07-23,1.5,4.0
Princess Coloring Book,Education,4.5,9770,39936.0,5000000,Free,0.0,Everyone,Education,2018-02-25,1.2.8,4.0
Learn Spanish - Español,Education,4.7,32346,3276.8,1000000,Free,0.0,Everyone,Education,2017-12-18,1.3.8,4.0
Speed Reading,Education,4.6,10611,11264.0,500000,Free,0.0,Everyone,Education,2018-05-27,2.3.7,4.0
English for beginners,Education,4.6,9321,27648.0,1000000,Free,0.0,Everyone,Education,2018-07-18,2.9.0,4.0
Flame - درب عقلك يوميا,Education,4.6,56065,37888.0,1000000,Free,0.0,Everyone,Education,2018-07-26,3.3,4.1
"Learn Japanese, Korean, Chinese Offline & Free",Education,4.9,133136,26624.0,1000000,Free,0.0,Everyone,Education,2018-07-20,2.16.11.10,4.2
Dinosaurs Coloring Pages,Education,4.4,390,41984.0,500000,Free,0.0,Everyone,Education,2018-02-03,1.1.6,4.0
Cars Coloring Pages,Education,4.4,1090,50176.0,1000000,Free,0.0,Everyone,Education,2018-02-03,1.2.0,4.0
Babbel – Learn Languages,Education,4.3,266948,21504.0,10000000,Free,0.0,Everyone,Education,2018-07-30,20.7.2,4.4
Math Tricks,Education,4.5,342918,8294.4,10000000,Free,0.0,Everyone,Education,2018-07-29,2.24,4.0
Monster Truck Driver & Racing,Education,4.4,748,52224.0,1000000,Free,0.0,Everyone,Education,2017-01-19,1.0.9,2.3
Learn English Words Free,Education,4.6,172640,14336.0,5000000,Free,0.0,Everyone,Education,2018-05-02,2.6.2,4.1
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,Education,3.9,61,18432.0,50000,Free,0.0,Mature 17+,Education,2018-05-28,1.4.2,5.0
English speaking texts,Education,4.4,1619,3072.0,1000000,Free,0.0,Everyone,Education,2018-07-20,1.2,1.6
Thai Handwriting,Education,4.3,3168,19456.0,1000000,Free,0.0,Everyone,Education,2017-10-26,3.1,4.4
Game for KIDS: KIDS match'em,Education,4.4,7005,7065.6,1000000,Free,0.0,Everyone,Education,2016-10-23,1.17,2.3
Flippy Campus - Buy & sell on campus at a discount,Education,4.0,889,7577.6,500000,Free,0.0,Everyone,Education,2018-03-09,2.2.4,4.2
Free intellectual training game application |,Education,4.2,5741,86016.0,1000000,Free,0.0,Everyone,Education,2018-07-25,3.7.0,4.4
ABC Preschool Free,Education,3.8,27572,25600.0,5000000,Free,0.0,Everyone,Education,2017-10-25,3,2.3
PINKFONG Baby Shark,Education,4.5,10852,18432.0,1000000,Free,0.0,Everyone,Education,2017-11-28,10,4.1
Learn English for beginners,Education,4.5,1929,2560.0,500000,Free,0.0,Everyone,Education,2017-09-28,1.1,2.3
Listen and learn English in seven days,Education,4.3,1516,3993.6,100000,Free,0.0,Everyone,Education,2018-07-28,3.1,4.1
English with Lingualeo,Education,4.7,254519,27648.0,5000000,Free,0.0,Everyone,Education,2018-07-20,2.8.1,4.1
Udemy - Online Courses,Education,4.5,99020,18432.0,1000000,Free,0.0,Everyone,Education,2018-08-02,5.0.4,5.0
